GEOID,NAME,District_Type,Total_Population,Below_Poverty,Poverty_Rate,District_Clean
1721900,"Lake Zurich Community Unit School District 95, Illinois",Unified,9243,159,1.7202207075624798,lake zurich community unit school district 95
1722130,"Red Hill Community Unit School District 10, Illinois",Unified,1874,168,8.964781216648879,red hill community unit school district 10
1722150,"Lawrence County Community Unit District 20, Illinois",Unified,2257,394,17.45680106335844,lawrence county community unit district 20
1722300,"Lebanon Community Unit School District 9, Illinois",Unified,1318,27,2.04855842185129,lebanon community unit school district 9
1722350,"Lee Center Community Unit School District 271, Illinois",Unified,416,15,3.6057692307692304,lee center community unit school district 271
1722530,"Lena-Winslow Community Unit School District 202, Illinois",Unified,1464,51,3.483606557377049,lena-winslow community unit school district 202
1722620,"Le Roy Community Unit School District 2, Illinois",Unified,1161,106,9.13006029285099,le roy community unit school district 2
1722710,"Lexington Community Unit School District 7, Illinois",Unified,860,53,6.162790697674419,lexington community unit school district 7
1722770,"Liberty Community Unit School District 2, Illinois",Unified,872,15,1.7201834862385321,liberty community unit school district 2
1722870,"Leland Community Unit School District 1, Illinois",Unified,478,20,4.184100418410042,leland community unit school district 1
1723200,"Lisle Community Unit School District 202, Illinois",Unified,3253,92,2.828158622809714,lisle community unit school district 202
1723250,"Litchfield Community Unit School District 12, Illinois",Unified,2427,339,13.967861557478367,litchfield community unit school district 12
1723640,"Brooklyn Community Unit School District 188, Illinois",Unified,129,46,35.65891472868217,brooklyn community unit school district 188
1723920,"Macomb Community Unit School District 185, Illinois",Unified,3493,427,12.224448897795591,macomb community unit school district 185
1723970,"Madison Community Unit School District 12, Illinois",Unified,1154,380,32.92894280762565,madison community unit school district 12
1724060,"Mahomet-Seymour Community Unit School District 3, Illinois",Unified,4242,160,3.771805752003772,mahomet-seymour community unit school district 3
1724390,"Manteno Community Unit School District 5, Illinois",Unified,2983,206,6.905799530673819,manteno community unit school district 5
1724480,"Kaneland Community Unit School District 302, Illinois",Unified,7259,147,2.0250723240115716,kaneland community unit school district 302
1724600,"Marion Community Unit School District 2, Illinois",Unified,7082,700,9.88421349901158,marion community unit school district 2
1724650,"Marissa Community Unit School District 40, Illinois",Unified,710,47,6.619718309859154,marissa community unit school district 40
1724750,"Maroa-Forsyth Community Unit School District 2, Illinois",Unified,1714,113,6.592765460910152,maroa-forsyth community unit school district 2
1724870,"Marshall Community Unit School District 2C, Illinois",Unified,2244,219,9.759358288770054,marshall community unit school district 2c
1724900,"Martinsville Community Unit School District 3C, Illinois",Unified,814,59,7.2481572481572485,martinsville community unit school district 3c
1724940,"Mascoutah Community Unit School District 19, Illinois",Unified,4631,114,2.4616713452817964,mascoutah community unit school district 19
1725000,"Massac Unit School District 1, Illinois",Unified,3501,499,14.253070551271065,massac unit school district 1
1725050,"Mattoon Community Unit School District 2, Illinois",Unified,6050,731,12.082644628099173,mattoon community unit school district 2
1725590,"Community Unit School District 4, Illinois",Unified,1143,60,5.2493438320209975,community unit school district 4
1725680,"Meredosia-Chambersburg Community Unit School District 11, Illinois",Unified,426,33,7.746478873239436,meredosia-chambersburg community unit school district 11
1725690,"Meridian Community Unit School District 223, Illinois",Unified,2589,152,5.870992661259174,meridian community unit school district 223
1726400,"Moline Unit School District 40, Illinois",Unified,12844,1124,8.751167860479601,moline unit school district 40
1726430,"Momence Community Unit School District 1, Illinois",Unified,1430,57,3.986013986013986,momence community unit school district 1
1726550,"Monticello Community Unit School District 25, Illinois",Unified,2673,52,1.9453797231575012,monticello community unit school district 25
1726710,"Morrison Community Unit School District 6, Illinois",Unified,1883,103,5.469994689325544,morrison community unit school district 6
1726760,"Morrisonville Community Unit School District 1, Illinois",Unified,555,25,4.504504504504505,morrisonville community unit school district 1
1726800,"Morton Community Unit School District 709, Illinois",Unified,5764,185,3.2095766828591255,morton community unit school district 709
1726970,"Meridian Community Unit School District 101, Illinois",Unified,773,140,18.111254851228978,meridian community unit school district 101
1727180,"Mount Olive Community Unit School District 5, Illinois",Unified,886,63,7.1106094808126405,mount olive community unit school district 5
1727290,"Mount Pulaski Community Unit District 23, Illinois",Unified,896,8,0.8928571428571428,mount pulaski community unit district 23
1727300,"Brown County Community Unit School District 1, Illinois",Unified,1302,89,6.835637480798772,brown county community unit school district 1
1727390,"Mount Zion Community Unit School District 3, Illinois",Unified,3310,133,4.018126888217523,mount zion community unit school district 3
1727450,"Mulberry Grove Community Unit School District 1, Illinois",Unified,675,59,8.74074074074074,mulberry grove community unit school district 1
1727610,"Murphysboro Community Unit School District 186, Illinois",Unified,3798,516,13.58609794628752,murphysboro community unit school district 186
1727710,"Naperville Community Unit District 203, Illinois",Unified,26398,994,3.7654367755132965,naperville community unit district 203
1727780,"Nauvoo-Colusa Community Unit School District 325, Illinois",Unified,607,50,8.237232289950576,nauvoo-colusa community unit school district 325
1727840,"Neoga Community Unit School District 3, Illinois",Unified,1231,106,8.610885458976442,neoga community unit school district 3
1727960,"New Athens Community Unit School District 60, Illinois",Unified,1215,73,6.008230452674898,new athens community unit school district 60
1727990,"Community Unit School District 16, Illinois",Unified,1773,67,3.778905809362662,community unit school district 16
1728560,"Nokomis Community Unit School District 22, Illinois",Unified,1303,149,11.435149654643132,nokomis community unit school district 22
1728620,"McLean County Unit School District 5, Illinois",Unified,22416,1551,6.91916488222698,mclean county unit school district 5
1728700,"North Boone Community Unit School District 200, Illinois",Unified,2178,179,8.218549127640037,north boone community unit school district 200
1728810,"North Clay Community Unit School District 25, Illinois",Unified,1117,143,12.802148612354522,north clay community unit school district 25
1729340,"Oakland Community Unit School District 5, Illinois",Unified,700,58,8.285714285714285,oakland community unit school district 5
1729420,"Oblong Community Unit School District 4, Illinois",Unified,1196,104,8.695652173913043,oblong community unit school district 4
1729890,"Olympia Community Unit School District 16, Illinois",Unified,3428,193,5.630105017502917,olympia community unit school district 16
1729940,"ROWVA Community Unit School District 208, Illinois",Unified,1098,120,10.92896174863388,rowva community unit school district 208
1730060,"Orangeville Community Unit School District 203, Illinois",Unified,673,26,3.863298662704309,orangeville community unit school district 203
1730160,"Oregon Community Unit School District 220, Illinois",Unified,2799,221,7.895677027509825,oregon community unit school district 220
1730200,"Orion Community Unit School District 223, Illinois",Unified,1706,11,0.6447831184056272,orion community unit school district 223
1730270,"Oswego Community Unit School District 308, Illinois",Unified,20679,299,1.4459113109918276,oswego community unit school district 308
1730480,"Palestine Community Unit School District 3, Illinois",Unified,709,58,8.180535966149506,palestine community unit school district 3
1730540,"Northwestern Community Unit School District 2, Illinois",Unified,680,78,11.470588235294118,northwestern community unit school district 2
1730630,"Pana Community Unit School District 8, Illinois",Unified,2696,328,12.166172106824925,pana community unit school district 8
1730660,"Panhandle Community Unit School District 2, Illinois",Unified,995,41,4.1206030150753765,panhandle community unit school district 2
1730750,"Paris-Union School District 95, Illinois",Unified,2213,325,14.685946678716673,paris-union school district 95
1730780,"Paris Community Unit School District 4, Illinois",Unified,1485,42,2.8282828282828283,paris community unit school district 4
1730870,"Patoka Community Unit School District 100, Illinois",Unified,436,17,3.89908256880734,patoka community unit school district 100
1730930,"Pawnee Community Unit School District 11, Illinois",Unified,861,76,8.826945412311266,pawnee community unit school district 11
1730990,"Payson Community Unit School District 1, Illinois",Unified,929,114,12.271259418729818,payson community unit school district 1
1731020,"Pearl City Community Unit School District 200, Illinois",Unified,763,59,7.732634338138926,pearl city community unit school district 200
1731050,"Pecatonica Community Unit School District 321, Illinois",Unified,1383,33,2.386117136659436,pecatonica community unit school district 321
1731230,"Peoria School District 150, Illinois",Unified,21200,3683,17.37264150943396,peoria school district 150
1731270,"Peoria Heights Community Unit School District 325, Illinois",Unified,1445,167,11.557093425605537,peoria heights community unit school district 325
1731290,"Peotone Community Unit School District 207U, Illinois",Unified,2855,57,1.9964973730297721,peotone community unit school district 207u
1731410,"Porta Community Unit School District 202, Illinois",Unified,2076,164,7.89980732177264,porta community unit school district 202
1731500,"Southwestern Community Unit School District 9, Illinois",Unified,2613,180,6.8886337543053955,southwestern community unit school district 9
1731710,"Pikeland Community Unit School District 10, Illinois",Unified,2022,161,7.962413452027696,pikeland community unit school district 10
1731740,"Plainfield School District 202, Illinois",Unified,30742,839,2.729165311300501,plainfield school district 202
1731770,"Plano Community Unit School District 88, Illinois",Unified,2840,372,13.098591549295774,plano community unit school district 88
1731890,"Pleasant Hill Community Unit School District 3, Illinois",Unified,484,82,16.94214876033058,pleasant hill community unit school district 3
1731920,"Pleasant Plains Community Unit School District 8, Illinois",Unified,2406,79,3.283458021612635,pleasant plains community unit school district 8
1732100,"Polo Community Unit School District 222, Illinois",Unified,1245,100,8.032128514056225,polo community unit school district 222
1732280,"Pope County Community Unit School District 1, Illinois",Unified,967,113,11.685625646328852,pope county community unit school district 1
1732770,"Princeville Community Unit School District 326, Illinois",Unified,989,59,5.96562184024267,princeville community unit school district 326
1732830,"Prophetstown-Lyndon-Tampico Community Unit School District 3, Illinois",Unified,1391,99,7.117181883537024,prophetstown-lyndon-tampico community unit school district 3
1732960,"Putnam County Community Unit School District 535, Illinois",Unified,1443,56,3.8808038808038807,putnam county community unit school district 535
1733000,"Quincy School District 172, Illinois",Unified,13283,1251,9.41805315064368,quincy school district 172
1733090,"Ramsey Community Unit School District 204, Illinois",Unified,721,124,17.198335644937586,ramsey community unit school district 204
1733300,"Red Bud Community Unit School District 132, Illinois",Unified,2045,157,7.677261613691931,red bud community unit school district 132
1733380,"Reed Custer Community Unit School District 255U, Illinois",Unified,2499,206,8.24329731892757,reed custer community unit school district 255u
1733930,"Riverdale Community Unit School District 100, Illinois",Unified,2187,154,7.041609510745313,riverdale community unit school district 100
1733950,"River Bend Community Unit District 2, Illinois",Unified,1752,100,5.707762557077626,river bend community unit district 2
1734100,"Riverton Community Unit School District 14, Illinois",Unified,2268,253,11.155202821869487,riverton community unit school district 14
1734140,"Roanoke-Benson Community Unit School District 60, Illinois",Unified,909,17,1.87018701870187,roanoke-benson community unit school district 60
1734230,"Robinson Community Unit School District 2, Illinois",Unified,2730,243,8.901098901098901,robinson community unit school district 2
1734320,"Rochester Community Unit School District 3A, Illinois",Unified,2925,24,0.8205128205128205,rochester community unit school district 3a
1734410,"Rock Island School District 41, Illinois",Unified,10668,1688,15.82302212223472,rock island school district 41
1734440,"Rockridge Community Unit School District 300, Illinois",Unified,2058,72,3.498542274052478,rockridge community unit school district 300
1734510,"Rockford School District 205, Illinois",Unified,46753,6990,14.950912240925716,rockford school district 205
1734870,"Rossville-Alvin Community Unit School District 7, Illinois",Unified,687,45,6.550218340611353,rossville-alvin community unit school district 7
1734990,"Round Lake Community Unit School District 116, Illinois",Unified,8093,770,9.51439515630792,round lake community unit school district 116
1735010,"Roxana Community Unit School District 1, Illinois",Unified,3299,405,12.276447408305549,roxana community unit school district 1
1735310,"Sandoval Community Unit School District 501, Illinois",Unified,799,132,16.520650813516895,sandoval community unit school district 501
1735370,"Sandwich Community Unit School District 430, Illinois",Unified,3529,188,5.327288183621422,sandwich community unit school district 430
1735610,"Scales Mound Community Unit School District 211, Illinois",Unified,549,35,6.375227686703097,scales mound community unit school district 211
1735940,"Sesser-Valier Community Unit School District 196, Illinois",Unified,1221,107,8.763308763308764,sesser-valier community unit school district 196
1735970,"Indian Creek Community Unit District 425, Illinois",Unified,1180,68,5.762711864406779,indian creek community unit district 425
1736090,"Shelbyville Community Unit School District 4, Illinois",Unified,1894,114,6.019007391763464,shelbyville community unit school district 4
1736180,"Sherrard Community Unit School District 200, Illinois",Unified,2705,141,5.212569316081331,sherrard community unit school district 200
1736570,"Somonauk Community Unit School District 432, Illinois",Unified,1494,50,3.3467202141900936,somonauk community unit school district 432
1736600,"South Beloit Community Unit School District 320, Illinois",Unified,1501,269,17.92138574283811,south beloit community unit school district 320
1736610,"Southeastern Community Unit School District 337, Illinois",Unified,758,95,12.532981530343006,southeastern community unit school district 337
1736640,"South Fork School District 14, Illinois",Unified,604,61,10.099337748344372,south fork school district 14
1736900,"Sparta Community Unit School District 140, Illinois",Unified,2423,253,10.441601320676847,sparta community unit school district 140
1736960,"Spoon River Valley Community Unit School District 4, Illinois",Unified,605,25,4.132231404958678,spoon river valley community unit school district 4
1737080,"Springfield School District 186, Illinois",Unified,26411,4175,15.807807352996859,springfield school district 186
1737170,"St. Charles Community Unit School District 303, Illinois",Unified,18747,525,2.800448071691471,st. charles community unit school district 303
1737230,"St. Elmo Community Unit School District 202, Illinois",Unified,794,96,12.090680100755668,st. elmo community unit school district 202
1737350,"Triad Community Unit School District 2, Illinois",Unified,5854,230,3.9289374786470788,triad community unit school district 2
1737490,"Stark County Community Unit School District 100, Illinois",Unified,1257,118,9.387430389817025,stark county community unit school district 100
1737590,"Staunton Community Unit School District 6, Illinois",Unified,2275,160,7.032967032967033,staunton community unit school district 6
1737650,"Steeleville Community Unit School District 138, Illinois",Unified,875,32,3.6571428571428575,steeleville community unit school district 138
1737830,"Stewardson-Strasburg Community Unit District 5A, Illinois",Unified,766,37,4.830287206266318,stewardson-strasburg community unit district 5a
1737980,"Stockton Community Unit School District 206, Illinois",Unified,1061,61,5.749293119698398,stockton community unit school district 206
1738070,"Woodland Community Unit School District 5, Illinois",Unified,878,95,10.82004555808656,woodland community unit school district 5
1738130,"Sullivan Community Unit School District 300, Illinois",Unified,2026,96,4.738400789733465,sullivan community unit school district 300
1738460,"Sycamore Community Unit School District 427, Illinois",Unified,5559,314,5.648497931282605,sycamore community unit school district 427
1738490,"V.I.T. Community Unit School District 2, Illinois",Unified,634,86,13.564668769716087,v.i.t. community unit school district 2
1738700,"Taylorville Community Unit School District 3, Illinois",Unified,4396,317,7.211101000909919,taylorville community unit school district 3
1738760,"Teutopolis Community Unit School District 50, Illinois",Unified,1564,4,0.2557544757033248,teutopolis community unit school district 50
1739090,"Cumberland Community Unit School District 77, Illinois",Unified,1671,176,10.532615200478755,cumberland community unit school district 77
1739120,"Tolono Community Unit School District 7, Illinois",Unified,2360,163,6.906779661016948,tolono community unit school district 7
1739390,"Tremont Community Unit School District 702, Illinois",Unified,1369,38,2.7757487216946677,tremont community unit school district 702
1739420,"Wesclin Community Unit School District 3, Illinois",Unified,1905,50,2.6246719160104988,wesclin community unit school district 3
1739450,"Tri-City Community Unit School District 1, Illinois",Unified,1087,45,4.139834406623735,tri-city community unit school district 1
1739480,"Tri-Point Community Unit School District 6-J, Illinois",Unified,791,106,13.400758533501897,tri-point community unit school district 6-j
1739600,"Tuscola Community Unit School District 301, Illinois",Unified,1438,144,10.013908205841446,tuscola community unit school district 301
1739630,"Century Community Unit School District 100, Illinois",Unified,562,35,6.227758007117438,century community unit school district 100
1739960,"Urbana School District 116, Illinois",Unified,8468,1041,12.293339631554085,urbana school district 116
1740070,"Valley View Community Unit School District 365U, Illinois",Unified,21721,1304,6.003406841305649,valley view community unit school district 365u
1740080,"Valmeyer Community Unit School District 3, Illinois",Unified,687,7,1.0189228529839884,valmeyer community unit school district 3
1740140,"Vandalia Community Unit School District 203, Illinois",Unified,2493,325,13.036502206177298,vandalia community unit school district 203
1740200,"Venice Community Unit School District 3, Illinois",Unified,241,17,7.053941908713693,venice community unit school district 3
1740320,"Villa Grove Community Unit School District 302, Illinois",Unified,1086,60,5.524861878453039,villa grove community unit school district 302
1740410,"Virginia Community Unit School District 64, Illinois",Unified,477,33,6.918238993710692,virginia community unit school district 64
1740470,"Wabash Community Unit School District 348, Illinois",Unified,2851,249,8.733777621887057,wabash community unit school district 348
1740650,"Waltonville Community Unit School District 1, Illinois",Unified,616,68,11.03896103896104,waltonville community unit school district 1
1740740,"Warren Community Unit School District 205, Illinois",Unified,771,63,8.171206225680933,warren community unit school district 205
1740830,"Warrensburg-Latham Community Unit District 11, Illinois",Unified,1906,149,7.817418677859392,warrensburg-latham community unit district 11
1740890,"Warsaw Community Unit School District 316, Illinois",Unified,649,47,7.24191063174114,warsaw community unit school district 316
1740920,"Lowpoint-Washburn Community Unit School District 21, Illinois",Unified,676,66,9.763313609467456,lowpoint-washburn community unit school district 21
1741070,"Waterloo Community Unit School District 5, Illinois",Unified,5288,100,1.8910741301059002,waterloo community unit school district 5
1741190,"Wauconda Community Unit School District 118, Illinois",Unified,7671,294,3.832616347281971,wauconda community unit school district 118
1741250,"Waukegan Community Unit School District 60, Illinois",Unified,18544,3091,16.66846419327006,waukegan community unit school district 60
1741280,"Waverly Community Unit School District 6, Illinois",Unified,551,56,10.163339382940109,waverly community unit school district 6
1741360,"Wayne City Community Unit School District 100, Illinois",Unified,942,76,8.067940552016985,wayne city community unit school district 100
1741580,"Frankfort Community Unit School District 168, Illinois",Unified,2860,590,20.62937062937063,frankfort community unit school district 168
1741690,"Indian Prairie Community Unit School District 204, Illinois",Unified,33733,1073,3.1808614709631517,indian prairie community unit school district 204
1741750,"West Washington County Community Unit District 10, Illinois",Unified,1205,33,2.7385892116182573,west washington county community unit district 10
1741980,"Westmont Community Unit School District 201, Illinois",Unified,3169,273,8.61470495424424,westmont community unit school district 201
1742060,"Wethersfield Community Unit School District 230, Illinois",Unified,1009,16,1.5857284440039643,wethersfield community unit school district 230
1742180,"Community Unit School District 200, Illinois",Unified,19712,877,4.449066558441558,community unit school district 200
1742240,"North Greene Unit School District 3, Illinois",Unified,1424,178,12.5,north greene unit school district 3
1742310,"Sterling Community Unit District 5, Illinois",Unified,5626,347,6.1677923924635625,sterling community unit district 5
1742450,"Williamsfield Community Unit School District 210, Illinois",Unified,509,62,12.180746561886052,williamsfield community unit school district 210
1742480,"Williamsville Community Unit School District 15, Illinois",Unified,2050,27,1.3170731707317074,williamsville community unit school district 15
1742630,"Wilmington Community Unit School District 209U, Illinois",Unified,2348,225,9.582623509369677,wilmington community unit school district 209u
1742660,"Winchester Community Unit School District 1, Illinois",Unified,973,60,6.166495375128469,winchester community unit school district 1
1742690,"Windsor Community Unit School District 1, Illinois",Unified,671,82,12.220566318926975,windsor community unit school district 1
1742790,"Winnebago Community Unit School District 323, Illinois",Unified,2420,137,5.661157024793388,winnebago community unit school district 323
1742990,"Shawnee Community Unit School District 84, Illinois",Unified,564,102,18.085106382978726,shawnee community unit school district 84
1743330,"Woodstock Community Unit School District 200, Illinois",Unified,9755,782,8.016401845207586,woodstock community unit school district 200
1743800,"Zeigler-Royalton Community Unit School District 188, Illinois",Unified,948,116,12.236286919831224,zeigler-royalton community unit school district 188
1743960,"Yorkville Community Unit School District 115, Illinois",Unified,7929,277,3.4935048555933914,yorkville community unit school district 115
1743962,"Midwest Central Community Unit School District 191, Illinois",Unified,1765,100,5.6657223796034,midwest central community unit school district 191
1799999,"Remainder of Illinois, Illinois",Unified,1206069,81500,6.757490657665523,remainder of illinois
